Time,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
kW,0,0,0,0,0,0,5,15,20,30,40,45,55,52,50,42,35,20,10,0,0,0,0,0
