time,nb_susceptible,nb_infected,nb_recovered,nb_death
86388.0,100,0,0,0
172788.0,100,0,0,0
259188.0,100,0,0,0
345588.0,100,0,0,0
431988.0,100,0,0,0
518388.0,100,0,0,0
604788.0,100,0,0,0
691188.0,100,0,0,0
777588.0,100,0,0,0
863988.0,100,0,0,0
950388.0,100,0,0,0
1036788.0,100,0,0,0
1123188.0,100,0,0,0
1209588.0,100,0,0,0
1295988.0,100,0,0,0
1382388.0,100,0,0,0
1468788.0,100,0,0,0
1555188.0,100,0,0,0
1641588.0,100,0,0,0
